Week Start,Total Sales,Total Order Quantity,Total Amount Spent,Description
2031-10-15,31547,47,5678,
2031-10-22,28973,53,5563,Courier charge revised upward.
2031-10-29,39222,66,6060,Eid collection landing page went live.
2031-11-05,28082,40,3749,
2031-11-12,31990,54,5566,Retail counter sales were strong.
2031-11-19,37810,65,5501,Bulk order from a Chattogram reseller.
2031-11-26,45312,70,8360,Influencer video brought new traffic.
2031-12-03,37183,54,4574,
2031-12-10,36975,59,4825,
2031-12-17,43418,64,5275,
2031-12-24,43633,64,5956,
2031-12-31,51144,89,9052,
2032-01-07,55158,91,6867,
2032-01-14,45492,81,7711,Bulk order from a Chattogram reseller.
2032-01-21,53110,97,9241,
2032-01-28,36242,60,6741,
2032-02-04,41849,64,6089,Bulk order from a Chattogram reseller.
2032-02-11,45309,65,7340,
2032-02-18,43178,78,6412,
2032-02-25,46722,72,8971,Bulk order from a Chattogram reseller.
2032-03-03,33603,60,4486,
2032-03-10,39405,59,5201,
2032-03-17,40794,61,7037,Retail counter sales were strong.
2032-03-24,36490,66,4324,
2032-03-31,33556,57,4127,Bulk order from a Chattogram reseller.
2032-04-07,40141,72,5961,
2032-04-14,43897,67,7836,Bulk order from a Chattogram reseller.
2032-04-21,39315,59,6428,
2032-04-28,35328,61,6306,
2032-05-05,32292,51,4844,
2032-05-12,39758,74,5367,
2032-05-19,44126,75,7413,
2032-05-26,33570,59,4381,
2032-06-02,41149,68,5185,
2032-06-09,30314,46,4547,
2032-06-16,37261,58,7098,
2032-06-23,35558,57,5760,Eid collection landing page went live.
2032-06-30,27340,45,4921,Eid collection landing page went live.
2032-07-07,29683,43,4631,Bulk order from a Chattogram reseller.
2032-07-14,29008,49,4090,
2032-07-21,32540,52,5564,Influencer video brought new traffic.
2032-07-28,31035,48,4702,Bulk order from a Chattogram reseller.
2032-08-04,33324,58,4949,
2032-08-11,29401,46,3969,
2032-08-18,25832,41,3604,
2032-08-25,36538,63,6577,Bulk order from a Chattogram reseller.
2032-09-01,31568,46,6061,
2032-09-08,31061,45,5125,
2032-09-15,31363,50,5692,
2032-09-22,32524,58,5366,
2032-09-29,37599,62,6542,Size 40 and 41 went out of stock.
2032-10-06,36056,64,5841,Retail counter sales were strong.
2032-10-13,46182,78,5403,Eid collection landing page went live.
2032-10-20,40535,63,6992,
2032-10-27,39694,65,7562,
2032-11-03,34450,51,5839,
2032-11-10,42295,72,6154,Size 40 and 41 went out of stock.
2032-11-17,32890,49,4243,
2032-11-24,40476,71,5586,
2032-12-01,34132,53,5990,
2032-12-08,42284,66,8119,
2032-12-15,39135,70,7338,
2032-12-22,47440,87,6476,Size 40 and 41 went out of stock.
2032-12-29,48896,80,5941,
2033-01-05,49660,75,6555,
2033-01-12,49971,82,7870,
2033-01-19,44139,71,8276,
2033-01-26,41492,69,5913,Courier charge revised upward.
2033-02-02,48026,79,8357,Eid collection landing page went live.
2033-02-09,51434,80,9412,
2033-02-16,53932,83,9627,Bulk order from a Chattogram reseller.
2033-02-23,56396,99,7190,
2033-03-02,47388,72,7535,
2033-03-09,38347,62,5579,
2033-03-16,41600,66,7301,
2033-03-23,42226,68,5954,Influencer video brought new traffic.
2033-03-30,40152,71,4698,
2033-04-06,42951,77,5670,
2033-04-13,43692,77,6554,
2033-04-20,31206,54,5992,Retail counter sales were strong.
2033-04-27,43557,71,5488,Courier charge revised upward.
2033-05-04,34358,55,5360,
2033-05-11,33474,52,5674,
2033-05-18,39996,62,6419,
2033-05-25,33129,50,5665,
2033-06-01,35684,53,5781,
2033-06-08,44173,64,7752,
2033-06-15,32652,61,4702,
2033-06-22,36463,64,6126,
2033-06-29,38909,56,5661,
2033-07-06,31496,51,5858,Bulk order from a Chattogram reseller.
2033-07-13,40223,73,7300,
2033-07-20,35670,58,5725,
2033-07-27,33531,58,5684,Courier charge revised upward.
2033-08-03,38924,57,5372,Bulk order from a Chattogram reseller.
2033-08-10,27495,51,5073,Eid collection landing page went live.
2033-08-17,34966,58,6713,Size 40 and 41 went out of stock.
2033-08-24,28521,42,5390,Size 40 and 41 went out of stock.
2033-08-31,24389,38,3585,Courier charge revised upward.
2033-09-07,24811,46,4578,
2033-09-14,29581,54,5280,Retail counter sales were strong.
2033-09-21,29328,45,3783,
2033-09-28,31309,51,4133,Courier charge revised upward.
2033-10-05,34327,58,4892,
2033-10-12,43888,78,5135,
2033-10-19,36218,62,4400,Courier charge revised upward.
2033-10-26,35969,64,6636,Retail counter sales were strong.
2033-11-02,38740,68,6508,Eid collection landing page went live.
2033-11-09,41341,71,6635,Courier charge revised upward.
2033-11-16,44571,72,7087,
2033-11-23,47052,69,7975,
2033-11-30,55103,92,7604,
2033-12-07,52788,90,8948,
2033-12-14,40246,72,7244,
2033-12-21,42092,70,8019,
2033-12-28,41635,76,5059,
2034-01-04,42553,73,6638,
2034-01-11,51890,75,6849,
2034-01-18,49237,78,7607,Courier charge revised upward.
2034-01-25,52574,87,8832,
2034-02-01,51864,82,6535,
2034-02-08,53204,81,8539,Retail counter sales were strong.
2034-02-15,49707,83,6636,Retail counter sales were strong.
2034-02-22,42341,79,5144,
2034-03-01,45153,73,6096,Retail counter sales were strong.
2034-03-08,44479,69,6605,
2034-03-15,46494,67,6207,
2034-03-22,46214,74,7001,Size 40 and 41 went out of stock.
2034-03-29,52971,91,6754,
2034-04-05,40076,63,6192,Courier charge revised upward.
2034-04-12,43502,66,5677,Size 40 and 41 went out of stock.
2034-04-19,42179,73,7592,Influencer video brought new traffic.
2034-04-26,44149,71,6490,Eid collection landing page went live.
2034-05-03,38813,70,5414,Size 40 and 41 went out of stock.
2034-05-10,37804,57,6918,
2034-05-17,37948,58,6034,Eid collection landing page went live.
2034-05-24,41436,61,5034,Eid collection landing page went live.
2034-05-31,37355,64,5491,
2034-06-07,37992,68,5585,Eid collection landing page went live.
2034-06-14,29171,49,4069,
2034-06-21,40128,64,4996,
2034-06-28,30511,55,5309,Influencer video brought new traffic.
2034-07-05,29229,50,4077,
2034-07-12,36131,58,6666,Size 40 and 41 went out of stock.
2034-07-19,38013,65,5303,
2034-07-26,33691,52,4498,
2034-08-02,35388,58,4459,Eid collection landing page went live.
2034-08-09,30887,52,3660,
2034-08-16,33658,54,6008,Courier charge revised upward.
2034-08-23,38064,62,7194,Size 40 and 41 went out of stock.
2034-08-30,37668,61,5650,
2034-09-06,38169,56,4523,
2034-09-13,36353,66,5344,
2034-09-20,33516,49,5832,
2034-09-27,34680,63,5410,
2034-10-04,35336,53,4134,
2034-10-11,40767,67,6788,
2034-10-18,39796,59,5850,
2034-10-25,42462,76,7134,Influencer video brought new traffic.
2034-11-01,39154,66,5227,
2034-11-08,42383,69,6230,
2034-11-15,35266,55,6242,
2034-11-22,50167,92,9482,
2034-11-29,53159,96,7735,
2034-12-06,54243,86,9520,Courier charge revised upward.
2034-12-13,43875,66,5857,
2034-12-20,58199,84,9079,Eid collection landing page went live.
2034-12-27,46286,85,8193,
2035-01-03,62353,94,11130,Influencer video brought new traffic.
2035-01-10,52256,75,8465,Retail counter sales were strong.
2035-01-17,52036,94,9132,
2035-01-24,57064,94,8388,Courier charge revised upward.
2035-01-31,53135,89,8608,
2035-02-07,58019,105,7223,
2035-02-14,47717,77,6657,Bulk order from a Chattogram reseller.
2035-02-21,43074,74,6913,
2035-02-28,39200,63,7115,Courier charge revised upward.
2035-03-07,52743,95,8940,
2035-03-14,42003,70,6363,Influencer video brought new traffic.
2035-03-21,53282,86,6314,Bulk order from a Chattogram reseller.
2035-03-28,47676,81,7080,Influencer video brought new traffic.
2035-04-04,57238,99,10045,
2035-04-11,41686,78,7816,Retail counter sales were strong.
2035-04-18,49426,71,6450,Retail counter sales were strong.
2035-04-25,42467,77,5669,
2035-05-02,51324,74,6467,Bulk order from a Chattogram reseller.
2035-05-09,39837,68,4780,
2035-05-16,43085,80,8208,Influencer video brought new traffic.
2035-05-23,44411,69,7261,Courier charge revised upward.
2035-05-30,43892,75,5662,
2035-06-06,43451,79,7430,
2035-06-13,38145,68,6923,Retail counter sales were strong.
2035-06-20,39019,63,7023,
2035-06-27,40814,61,5204,
2035-07-04,40690,60,5859,Retail counter sales were strong.
2035-07-11,29480,42,4289,Influencer video brought new traffic.
2035-07-18,38619,61,5909,
2035-07-25,34756,59,5213,
2035-08-01,32780,57,4524,
2035-08-08,38221,64,6192,
2035-08-15,35790,55,5476,Courier charge revised upward.
2035-08-22,38049,65,7134,
2035-08-29,42029,74,6052,Influencer video brought new traffic.
2035-09-05,32219,58,4398,Influencer video brought new traffic.
2035-09-12,34478,64,6361,
2035-09-19,41874,65,6281,
2035-09-26,46419,82,7659,
2035-10-03,44909,65,6871,
2035-10-10,35091,56,5474,
2035-10-17,43360,76,7350,
2035-10-24,45138,76,6432,Bulk order from a Chattogram reseller.
2035-10-31,48827,91,7983,
2035-11-07,37415,59,6735,
2035-11-14,37611,56,7165,Influencer video brought new traffic.
2035-11-21,33179,50,4728,
2035-11-28,46525,78,6769,Courier charge revised upward.
2035-12-05,42375,71,6611,
2035-12-12,40538,59,7662,Eid collection landing page went live.
2035-12-19,51673,90,7363,Eid collection landing page went live.
2035-12-26,46874,77,8719,
2036-01-02,56564,84,10266,
2036-01-09,50479,81,8405,Courier charge revised upward.
2036-01-16,46230,83,5756,
2036-01-23,53154,79,8850,
2036-01-30,49584,80,7586,
2036-02-06,66704,101,8505,Eid collection landing page went live.
2036-02-13,68379,121,12001,Influencer video brought new traffic.
2036-02-20,48545,72,8374,
2036-02-27,61475,92,8484,Retail counter sales were strong.
2036-03-05,62582,103,9293,Courier charge revised upward.
2036-03-12,54649,79,7624,Influencer video brought new traffic.
2036-03-19,58304,107,8833,
2036-03-26,60564,92,11447,Bulk order from a Chattogram reseller.
2036-04-02,41610,71,6803,
2036-04-09,50957,73,6650,
2036-04-16,42381,75,5086,Retail counter sales were strong.
2036-04-23,48147,79,8378,Influencer video brought new traffic.
2036-04-30,54126,81,9905,
2036-05-07,48158,89,7151,Size 40 and 41 went out of stock.
2036-05-14,51564,85,8508,
2036-05-21,55646,98,9849,Eid collection landing page went live.
2036-05-28,46848,70,6535,
2036-06-04,56037,88,9919,
2036-06-11,47284,81,6383,
2036-06-18,40114,71,7040,
2036-06-25,41048,74,4926,
2036-07-02,54720,90,6895,
2036-07-09,41333,59,7378,
2036-07-16,39880,57,7657,
2036-07-23,48009,86,6769,
2036-07-30,36543,64,5372,
2036-08-06,31566,59,4972,
2036-08-13,40596,65,5846,
2036-08-20,35116,51,4267,
2036-08-27,29647,50,4847,
2036-09-03,37149,62,5628,
2036-09-10,34799,58,4959,
2036-09-17,32544,49,5565,Retail counter sales were strong.
2036-09-24,38068,59,6395,
2036-10-01,38686,69,7138,
2036-10-08,45346,68,6326,
2036-10-15,44697,79,7040,
2036-10-22,42848,72,5013,
2036-10-29,54433,93,9145,
2036-11-05,54285,99,7003,Eid collection landing page went live.
2036-11-12,44127,68,5560,
2036-11-19,54849,87,9379,
2036-11-26,44537,79,7215,
2036-12-03,45494,81,7643,Influencer video brought new traffic.
2036-12-10,43834,73,6970,Bulk order from a Chattogram reseller.
2036-12-17,43533,76,5550,
2036-12-24,53711,93,6929,Eid collection landing page went live.
2036-12-31,44999,70,5602,
2037-01-07,46026,72,6006,
2037-01-14,57421,91,7235,
2037-01-21,57354,98,7743,Influencer video brought new traffic.
2037-01-28,52189,79,9316,Eid collection landing page went live.
2037-02-04,60804,100,9394,Retail counter sales were strong.
2037-02-11,62175,113,7741,
2037-02-18,58174,107,6894,
2037-02-25,58790,94,7848,
2037-03-04,63729,95,12045,
2037-03-11,70206,124,12005,
2037-03-18,52057,97,9370,
2037-03-25,58104,92,8454,Size 40 and 41 went out of stock.
2037-04-01,67710,104,11782,
2037-04-08,55617,80,8509,
2037-04-15,59910,108,10424,Courier charge revised upward.
2037-04-22,62941,116,8969,
2037-04-29,47431,69,8751,Eid collection landing page went live.
2037-05-06,61199,101,10649,
2037-05-13,55301,93,8959,
2037-05-20,50836,84,9761,
2037-05-27,44628,83,6025,Size 40 and 41 went out of stock.
2037-06-03,53131,87,10201,
2037-06-10,40147,58,6684,Eid collection landing page went live.
2037-06-17,47131,78,7211,
2037-06-24,36888,65,4759,Retail counter sales were strong.
2037-07-01,38897,56,6068,Retail counter sales were strong.
2037-07-08,42398,71,7632,Retail counter sales were strong.
2037-07-15,40698,59,5067,
2037-07-22,39314,58,5013,Size 40 and 41 went out of stock.
2037-07-29,44462,78,7136,
2037-08-05,46655,68,8468,
2037-08-12,52926,91,9606,Eid collection landing page went live.
2037-08-19,42440,61,5093,
2037-08-26,47860,78,7897,Size 40 and 41 went out of stock.
2037-09-02,48134,70,7798,
2037-09-09,40556,58,5414,
2037-09-16,41954,74,5412,
2037-09-23,37712,59,6675,Bulk order from a Chattogram reseller.
2037-09-30,39101,71,5396,Courier charge revised upward.
2037-10-07,33933,59,6159,Bulk order from a Chattogram reseller.
2037-10-14,31103,55,4852,
2037-10-21,42082,62,5239,
2037-10-28,41497,68,7345,
2037-11-04,46099,85,5878,
2037-11-11,50135,91,6843,
2037-11-18,53755,92,8789,
2037-11-25,47758,88,8668,
2037-12-02,47194,75,6230,
2037-12-09,50781,86,8988,
2037-12-16,52566,80,7175,
2037-12-23,59925,94,7191,
2037-12-30,65913,111,9986,Courier charge revised upward.
2038-01-06,46897,78,6612,
2038-01-13,54168,90,8694,
2038-01-20,48298,71,8911,
2038-01-27,61005,100,11713,Influencer video brought new traffic.
2038-02-03,65711,112,10251,
2038-02-10,53693,100,7410,Eid collection landing page went live.
2038-02-17,57498,83,10781,Size 40 and 41 went out of stock.
2038-02-24,52512,84,7719,
2038-03-03,55822,98,10215,Bulk order from a Chattogram reseller.
2038-03-10,61664,105,8510,Retail counter sales were strong.
2038-03-17,53299,77,8235,Retail counter sales were strong.
2038-03-24,46528,78,5514,Influencer video brought new traffic.
2038-03-31,53136,77,7173,
2038-04-07,56512,103,9324,
2038-04-14,65117,108,7716,Bulk order from a Chattogram reseller.
2038-04-21,64137,105,11448,Bulk order from a Chattogram reseller.
2038-04-28,53740,99,10076,
2038-05-05,54193,101,7153,Size 40 and 41 went out of stock.
2038-05-12,68873,99,11571,Size 40 and 41 went out of stock.
2038-05-19,52462,90,8735,
2038-05-26,49802,76,7246,Influencer video brought new traffic.
2038-06-02,51185,86,8906,
2038-06-09,45360,74,8165,
2038-06-16,58931,89,9989,
2038-06-23,50004,85,8176,
2038-06-30,37886,71,6194,
2038-07-07,44043,71,8192,
2038-07-14,40572,71,7486,
2038-07-21,44604,73,6691,
2038-07-28,46653,77,8747,Retail counter sales were strong.
2038-08-04,35524,59,6661,
2038-08-11,41330,68,5766,
2038-08-18,49276,79,8426,Size 40 and 41 went out of stock.
2038-08-25,40613,75,5300,
2038-09-01,40690,64,6836,Size 40 and 41 went out of stock.
2038-09-08,43293,65,5260,Influencer video brought new traffic.
2038-09-15,39392,66,5318,Courier charge revised upward.
2038-09-22,42880,63,7783,
2038-09-29,37861,63,7042,
2038-10-06,41665,70,6750,
2038-10-13,50951,92,7337,Influencer video brought new traffic.
2038-10-20,42171,66,7717,Eid collection landing page went live.
2038-10-27,41824,62,6336,Size 40 and 41 went out of stock.
2038-11-03,34769,56,4955,
2038-11-10,34372,57,5517,Courier charge revised upward.
2038-11-17,36777,59,6785,Size 40 and 41 went out of stock.
2038-11-24,48856,84,8428,
2038-12-01,51108,75,7590,Size 40 and 41 went out of stock.
2038-12-08,53149,92,9168,
2038-12-15,48871,89,7551,Courier charge revised upward.
2038-12-22,45402,77,5993,Bulk order from a Chattogram reseller.
2038-12-29,56335,91,9718,
2039-01-05,61303,112,8552,Eid collection landing page went live.
2039-01-12,49104,76,9428,Eid collection landing page went live.
2039-01-19,66779,109,10217,
2039-01-26,64769,103,9521,Retail counter sales were strong.
2039-02-02,67537,113,12258,
2039-02-09,53560,80,9641,
2039-02-16,73240,107,9887,Size 40 and 41 went out of stock.
2039-02-23,53028,84,8829,Eid collection landing page went live.
2039-03-02,56780,105,9965,
2039-03-09,58888,89,7243,Influencer video brought new traffic.
2039-03-16,54144,89,7391,
2039-03-23,61729,98,7778,Eid collection landing page went live.
2039-03-30,58203,105,7945,Retail counter sales were strong.
2039-04-06,53858,87,9614,Courier charge revised upward.
2039-04-13,45466,78,6956,Bulk order from a Chattogram reseller.
2039-04-20,64515,94,11419,Bulk order from a Chattogram reseller.
2039-04-27,56290,93,6755,
2039-05-04,66090,114,11698,Courier charge revised upward.
2039-05-11,49934,77,7490,
2039-05-18,64721,101,9611,
2039-05-25,50513,84,5910,
2039-06-01,57848,95,10673,
2039-06-08,67845,112,12619,
2039-06-15,65219,117,11152,
2039-06-22,59250,89,7466,
2039-06-29,55179,81,7449,
2039-07-06,50802,89,7544,
2039-07-13,45220,68,7936,
2039-07-20,52137,84,9306,
2039-07-27,52423,80,7863,
2039-08-03,43518,75,7637,
2039-08-10,40591,67,6515,
2039-08-17,40968,67,6698,Retail counter sales were strong.
