Week Start,Total Sales,Total Order Quantity,Total Amount Spent,Description
2031-07-29,54572,128,8999,Free delivery offer inside Dhaka.
2031-08-05,39847,83,8129,
2031-08-12,51222,117,7750,
2031-08-19,51793,128,10037,
2031-08-26,42020,95,7715,
2031-09-02,46398,96,9938,
2031-09-09,46399,98,7967,Free delivery offer inside Dhaka.
2031-09-16,52030,133,11322,
2031-09-23,49943,104,7556,Return rate dropped after new packaging.
2031-09-30,53771,126,7496,
2031-10-07,53909,135,7790,Pharmacy chain placed a bulk order.
2031-10-14,49778,126,7447,
2031-10-21,57698,129,10691,Doctor referral campaign started.
2031-10-28,61420,143,8666,Google search ads paused for two days.
2031-11-04,61385,127,8557,Doctor referral campaign started.
2031-11-11,51865,110,10051,
2031-11-18,51797,135,9598,
2031-11-25,64740,160,11006,Doctor referral campaign started.
2031-12-02,69400,181,10736,
2031-12-09,52574,114,10189,
2031-12-16,76254,181,12315,Return rate dropped after new packaging.
2031-12-23,61047,127,10793,Pharmacy chain placed a bulk order.
2031-12-30,58302,152,11497,Stock shortage on the 500mg strip.
2032-01-06,60924,132,10357,
2032-01-13,77009,185,13484,Free delivery offer inside Dhaka.
2032-01-20,71446,170,12632,Free delivery offer inside Dhaka.
2032-01-27,65849,160,11082,Free delivery offer inside Dhaka.
2032-02-03,67456,152,12270,
2032-02-10,51885,137,11114,
2032-02-17,61181,138,11857,
2032-02-24,60563,156,13076,Return rate dropped after new packaging.
2032-03-02,58743,124,9687,Google search ads paused for two days.
2032-03-09,43967,110,8969,
2032-03-16,49932,116,7215,
2032-03-23,50240,124,9566,
2032-03-30,46864,115,7489,
2032-04-06,57713,149,8536,
2032-04-13,50872,122,9686,
2032-04-20,53143,119,9667,
2032-04-27,57251,123,11485,
2032-05-04,44533,96,6738,
2032-05-11,61090,158,12670,
2032-05-18,62347,165,9115,
2032-05-25,55557,136,7367,Free delivery offer inside Dhaka.
2032-06-01,46058,116,7595,Return rate dropped after new packaging.
2032-06-08,45766,94,7002,Google search ads paused for two days.
2032-06-15,51483,133,9540,
2032-06-22,34029,75,6016,
2032-06-29,37755,77,5905,
2032-07-06,41346,92,6537,
2032-07-13,44690,100,7673,
2032-07-20,44417,114,8684,
2032-07-27,39488,91,6377,
2032-08-03,39734,95,7093,
2032-08-10,44214,94,6539,
2032-08-17,51024,128,10582,
2032-08-24,51049,108,10414,Doctor referral campaign started.
2032-08-31,42626,110,6304,
2032-09-07,48414,120,9547,
2032-09-14,49811,108,6859,
2032-09-21,57444,120,10351,
2032-09-28,67620,162,13909,
2032-10-05,48268,111,7139,
2032-10-12,59401,135,10906,Return rate dropped after new packaging.
2032-10-19,60756,150,10122,
2032-10-26,65889,146,9185,Free delivery offer inside Dhaka.
2032-11-02,46260,113,6291,
2032-11-09,48388,128,7239,
2032-11-16,66822,175,11360,Doctor referral campaign started.
2032-11-23,55861,118,7407,
2032-11-30,68878,146,14168,
2032-12-07,65978,141,9982,
2032-12-14,64994,166,11933,
2032-12-21,72133,161,13489,
2032-12-28,56539,117,12303,
2033-01-04,79450,166,12831,Free delivery offer inside Dhaka.
2033-01-11,80117,184,15390,
2033-01-18,69849,142,11281,
2033-01-25,58693,153,9379,Pharmacy chain placed a bulk order.
2033-02-01,77662,188,13203,
2033-02-08,79822,172,15334,Doctor referral campaign started.
2033-02-15,60049,122,11127,
2033-02-22,80501,172,11496,Return rate dropped after new packaging.
2033-03-01,74720,183,11178,Doctor referral campaign started.
2033-03-08,53361,115,10341,
2033-03-15,55434,118,8387,
2033-03-22,48678,123,7448,
2033-03-29,56845,127,7634,
2033-04-05,64194,151,9385,
2033-04-12,53313,136,10966,
2033-04-19,46383,107,8122,
2033-04-26,55382,115,8003,Pharmacy chain placed a bulk order.
2033-05-03,57594,130,8812,Pharmacy chain placed a bulk order.
2033-05-10,60669,157,9179,Doctor referral campaign started.
2033-05-17,58725,125,10083,
2033-05-24,44526,108,7191,Google search ads paused for two days.
2033-05-31,51828,112,6872,
2033-06-07,58936,140,10320,Return rate dropped after new packaging.
2033-06-14,47492,120,8074,
2033-06-21,44827,92,8078,Return rate dropped after new packaging.
2033-06-28,60508,126,11932,
2033-07-05,44819,113,8610,
2033-07-12,57551,147,8805,Free delivery offer inside Dhaka.
2033-07-19,55108,113,10586,
2033-07-26,53701,117,11046,
2033-08-02,36217,95,7019,
2033-08-09,45393,120,8951,
2033-08-16,38546,81,5504,
2033-08-23,49503,104,10435,
2033-08-30,38644,90,5387,
2033-09-06,54039,135,8360,Stock shortage on the 500mg strip.
2033-09-13,40814,88,5689,
2033-09-20,44937,100,8480,Return rate dropped after new packaging.
2033-09-27,52666,128,6984,
2033-10-04,62141,149,10564,
2033-10-11,54123,119,11685,
2033-10-18,50328,107,8042,Doctor referral campaign started.
2033-10-25,70183,179,9306,
2033-11-01,60973,139,10676,
2033-11-08,55377,130,12050,Stock shortage on the 500mg strip.
2033-11-15,55740,135,9192,Return rate dropped after new packaging.
2033-11-22,61598,126,11728,
2033-11-29,71629,163,14612,Stock shortage on the 500mg strip.
2033-12-06,63192,165,9668,
2033-12-13,70159,162,14670,
2033-12-20,53064,123,11457,
2033-12-27,55256,114,9300,
2034-01-03,60234,127,9318,
2034-01-10,53626,142,10210,Pharmacy chain placed a bulk order.
2034-01-17,63833,147,8573,Stock shortage on the 500mg strip.
2034-01-24,62330,137,12186,
2034-01-31,66276,139,9239,Stock shortage on the 500mg strip.
2034-02-07,61648,161,13415,
2034-02-14,76088,201,10348,
2034-02-21,57715,141,7849,
2034-02-28,74074,161,11207,
2034-03-07,85153,196,18529,
2034-03-14,72715,184,11743,Return rate dropped after new packaging.
2034-03-21,84453,187,15218,
2034-03-28,59201,142,10165,
2034-04-04,77423,170,16584,
2034-04-11,52658,135,10921,Google search ads paused for two days.
2034-04-18,68788,167,9823,
2034-04-25,60291,123,12914,
2034-05-02,61894,164,9785,Return rate dropped after new packaging.
2034-05-09,45284,110,7621,
2034-05-16,42521,100,6650,Free delivery offer inside Dhaka.
2034-05-23,42772,113,7271,Pharmacy chain placed a bulk order.
2034-05-30,40053,85,7490,
2034-06-06,41760,91,8235,
2034-06-13,45889,116,8815,
2034-06-20,53479,130,7910,Return rate dropped after new packaging.
2034-06-27,48997,123,10079,
2034-07-04,60419,138,9860,Return rate dropped after new packaging.
2034-07-11,58535,138,11643,Pharmacy chain placed a bulk order.
2034-07-18,52568,112,7417,
2034-07-25,55326,131,9970,
2034-08-01,61538,145,11194,
2034-08-08,65123,147,10075,
2034-08-15,54242,143,9774,
2034-08-22,63948,158,12611,Stock shortage on the 500mg strip.
2034-08-29,45092,114,9582,
2034-09-05,55884,118,11875,
2034-09-12,50439,108,9261,Free delivery offer inside Dhaka.
2034-09-19,43967,109,8222,Stock shortage on the 500mg strip.
2034-09-26,50811,107,10538,
2034-10-03,40862,104,7572,Return rate dropped after new packaging.
2034-10-10,49935,105,9508,
2034-10-17,46897,114,8849,Pharmacy chain placed a bulk order.
2034-10-24,49485,126,7908,
2034-10-31,55400,146,7440,
2034-11-07,53422,122,11352,Stock shortage on the 500mg strip.
2034-11-14,56136,133,8016,
2034-11-21,71434,158,10201,Stock shortage on the 500mg strip.
2034-11-28,72900,170,13632,
2034-12-05,85956,204,15197,Google search ads paused for two days.
2034-12-12,81301,187,16862,Google search ads paused for two days.
2034-12-19,61590,149,8272,Pharmacy chain placed a bulk order.
2034-12-26,80464,210,15731,Doctor referral campaign started.
2035-01-02,70481,173,9705,
2035-01-09,71167,153,12945,
2035-01-16,74348,176,12513,
2035-01-23,82840,209,15491,
2035-01-30,63855,133,9878,Pharmacy chain placed a bulk order.
2035-02-06,75658,157,16463,Google search ads paused for two days.
2035-02-13,57793,134,10807,
2035-02-20,77282,165,13007,
2035-02-27,55832,121,10725,
2035-03-06,67385,167,13059,
2035-03-13,70000,181,9282,
2035-03-20,75611,156,10155,Stock shortage on the 500mg strip.
2035-03-27,77277,193,11167,
2035-04-03,76756,159,11613,
2035-04-10,68885,174,9368,Return rate dropped after new packaging.
2035-04-17,81650,176,11660,
2035-04-24,61562,135,10675,Google search ads paused for two days.
2035-05-01,60663,136,12066,
2035-05-08,69337,161,11316,
2035-05-15,64507,143,11843,
2035-05-22,63821,165,10633,
2035-05-29,57914,145,11618,Google search ads paused for two days.
2035-06-05,47106,101,8889,
2035-06-12,52842,124,9073,
2035-06-19,45744,114,8010,
2035-06-26,47881,109,9279,
2035-07-03,42188,111,6526,Pharmacy chain placed a bulk order.
2035-07-10,56187,118,10698,Pharmacy chain placed a bulk order.
2035-07-17,45315,98,8474,Free delivery offer inside Dhaka.
2035-07-24,48337,111,9203,
2035-07-31,41230,107,8201,Google search ads paused for two days.
2035-08-07,42615,110,6955,
2035-08-14,56838,117,10242,Return rate dropped after new packaging.
2035-08-21,57858,125,12590,
2035-08-28,48520,128,10063,
2035-09-04,69575,157,13011,
2035-09-11,54421,138,9992,Return rate dropped after new packaging.
2035-09-18,50298,119,10945,
2035-09-25,55343,129,8373,
2035-10-02,49231,118,6612,
2035-10-09,49495,109,8919,
2035-10-16,60266,135,10655,
2035-10-23,62076,154,8970,
2035-10-30,57072,141,8247,Pharmacy chain placed a bulk order.
2035-11-06,61761,158,12914,Free delivery offer inside Dhaka.
2035-11-13,67584,177,12179,
2035-11-20,53841,117,8695,
2035-11-27,53459,126,10179,
2035-12-04,52150,132,10816,
2035-12-11,60219,147,8702,
2035-12-18,71098,162,14141,
2035-12-25,67652,150,12191,
2036-01-01,89012,195,16797,Free delivery offer inside Dhaka.
2036-01-08,64944,164,12917,
2036-01-15,92821,206,16095,Google search ads paused for two days.
2036-01-22,68610,152,10614,
2036-01-29,95211,213,16186,
2036-02-05,82097,177,16329,
2036-02-12,90938,232,12831,Google search ads paused for two days.
2036-02-19,80631,202,15215,Free delivery offer inside Dhaka.
2036-02-26,77152,178,14821,
2036-03-04,75711,157,16217,
2036-03-11,63229,152,13221,
2036-03-18,76836,161,16589,
2036-03-25,69949,173,11891,Stock shortage on the 500mg strip.
2036-04-01,61028,124,9130,Pharmacy chain placed a bulk order.
2036-04-08,75275,159,13820,Stock shortage on the 500mg strip.
2036-04-15,75976,180,16016,
2036-04-22,58880,156,8708,Doctor referral campaign started.
2036-04-29,72938,170,12895,
2036-05-06,70196,144,10143,Free delivery offer inside Dhaka.
2036-05-13,76812,172,12797,
2036-05-20,62538,131,12439,
2036-05-27,58651,144,9971,Return rate dropped after new packaging.
2036-06-03,65824,142,11078,
2036-06-10,61765,156,10290,
2036-06-17,61214,150,11135,Free delivery offer inside Dhaka.
2036-06-24,56353,131,10825,
2036-07-01,72090,171,11397,Stock shortage on the 500mg strip.
2036-07-08,51557,130,7275,
2036-07-15,47584,113,8413,
2036-07-22,51872,118,7496,Doctor referral campaign started.
2036-07-29,49228,117,9457,
2036-08-05,56516,135,10280,
2036-08-12,50940,122,8313,
2036-08-19,55905,116,7603,
2036-08-26,44272,102,7075,Pharmacy chain placed a bulk order.
2036-09-02,41878,104,7190,
2036-09-09,48096,111,7440,
2036-09-16,65444,152,8678,
2036-09-23,56782,116,9943,
2036-09-30,66152,175,10009,
2036-10-07,53599,137,7563,
2036-10-14,67371,157,12827,
2036-10-21,59463,144,8693,Pharmacy chain placed a bulk order.
2036-10-28,77208,204,13388,
2036-11-04,64433,133,10954,
2036-11-11,75288,162,12543,
2036-11-18,74572,195,14959,Google search ads paused for two days.
2036-11-25,77687,167,12811,
2036-12-02,64755,149,13981,Free delivery offer inside Dhaka.
2036-12-09,59547,144,11237,
2036-12-16,60024,153,10714,
2036-12-23,77210,200,16407,
2036-12-30,74418,180,12904,
2037-01-06,79790,208,15056,
2037-01-13,81594,182,10958,
2037-01-20,60334,138,12924,
2037-01-27,85739,175,16470,
2037-02-03,78291,202,13043,
2037-02-10,79013,177,14507,
2037-02-17,85982,194,12132,Stock shortage on the 500mg strip.
2037-02-24,73295,176,10467,
2037-03-03,79221,192,12390,
2037-03-10,91354,206,12579,
2037-03-17,77154,178,15871,
2037-03-24,74249,176,13127,
2037-03-31,89526,208,12784,Stock shortage on the 500mg strip.
2037-04-07,90635,240,17719,
2037-04-14,69060,141,9744,Return rate dropped after new packaging.
2037-04-21,71375,173,10435,
2037-04-28,82428,184,17096,
2037-05-05,81264,195,15058,
2037-05-12,73353,181,9851,Doctor referral campaign started.
2037-05-19,53114,113,10926,Free delivery offer inside Dhaka.
2037-05-26,56568,125,8366,
2037-06-02,54912,140,7561,
2037-06-09,63619,145,13086,Google search ads paused for two days.
2037-06-16,72192,153,9818,
2037-06-23,59165,145,10460,
2037-06-30,64976,143,11488,Doctor referral campaign started.
2037-07-07,71409,177,14203,
2037-07-14,74373,180,11126,
2037-07-21,67183,137,9480,Return rate dropped after new packaging.
2037-07-28,52517,120,10713,Stock shortage on the 500mg strip.
2037-08-04,53553,125,7920,
2037-08-11,57227,150,7686,
2037-08-18,71106,172,10758,
2037-08-25,52040,109,7874,
2037-09-01,60413,160,8319,
2037-09-08,61908,137,8735,
2037-09-15,62148,159,12889,Return rate dropped after new packaging.
2037-09-22,57796,153,9236,Stock shortage on the 500mg strip.
2037-09-29,62705,157,13431,Pharmacy chain placed a bulk order.
2037-10-06,54163,116,10865,
2037-10-13,52563,109,9114,
2037-10-20,54260,139,10054,
2037-10-27,50961,106,7624,Return rate dropped after new packaging.
2037-11-03,57576,133,11354,Return rate dropped after new packaging.
2037-11-10,60007,153,11017,
2037-11-17,82118,199,11308,
2037-11-24,64261,136,11361,
2037-12-01,82576,173,14599,Pharmacy chain placed a bulk order.
2037-12-08,78448,174,12269,
2037-12-15,68594,181,13410,
2037-12-22,77179,176,12071,
2037-12-29,85240,174,17534,
2038-01-05,79942,200,11959,
2038-01-12,85473,176,13223,
2038-01-19,90714,185,12337,Return rate dropped after new packaging.
2038-01-26,71905,156,12591,
2038-02-02,66698,142,10545,Return rate dropped after new packaging.
2038-02-09,77908,183,16423,Return rate dropped after new packaging.
2038-02-16,88039,191,17960,
2038-02-23,86480,226,17054,Google search ads paused for two days.
2038-03-02,75184,192,15593,
2038-03-09,95715,220,17899,
2038-03-16,74073,191,15615,
2038-03-23,75565,161,10534,
2038-03-30,76874,164,10978,
2038-04-06,85515,193,17736,Google search ads paused for two days.
2038-04-13,73086,163,12052,
2038-04-20,81469,179,14819,Stock shortage on the 500mg strip.
2038-04-27,94939,197,17915,Doctor referral campaign started.
2038-05-04,87168,181,15559,Stock shortage on the 500mg strip.
2038-05-11,95889,242,17442,
2038-05-18,71380,166,15290,
2038-05-25,77937,165,16164,
2038-06-01,67889,161,9117,Pharmacy chain placed a bulk order.
2038-06-08,74025,174,12584,
2038-06-15,57123,132,11944,Stock shortage on the 500mg strip.
2038-06-22,70811,155,13844,Pharmacy chain placed a bulk order.
2038-06-29,51270,118,9152,
2038-07-06,56639,143,7510,Return rate dropped after new packaging.
2038-07-13,67180,146,13819,
2038-07-20,52899,123,11151,Doctor referral campaign started.
2038-07-27,59515,127,11230,Doctor referral campaign started.
2038-08-03,72161,184,10427,
2038-08-10,73874,183,11052,
2038-08-17,52923,124,11336,Return rate dropped after new packaging.
2038-08-24,64269,140,13548,
2038-08-31,58680,142,10574,
2038-09-07,59776,125,9654,
2038-09-14,71598,146,10589,Free delivery offer inside Dhaka.
2038-09-21,61954,130,9268,
2038-09-28,72082,147,11519,Pharmacy chain placed a bulk order.
2038-10-05,54401,135,10820,
2038-10-12,74507,193,14059,
2038-10-19,73879,174,11931,Google search ads paused for two days.
2038-10-26,73037,163,13410,Google search ads paused for two days.
2038-11-02,69207,161,14942,Google search ads paused for two days.
2038-11-09,67320,172,13047,Stock shortage on the 500mg strip.
2038-11-16,53187,136,8047,Free delivery offer inside Dhaka.
2038-11-23,65055,145,11723,
2038-11-30,77677,160,11885,Google search ads paused for two days.
2038-12-07,84159,202,17312,
2038-12-14,60659,134,8147,
2038-12-21,69853,144,14369,
2038-12-28,81959,193,11704,
2039-01-04,98670,242,13419,Return rate dropped after new packaging.
2039-01-11,98449,241,15397,Free delivery offer inside Dhaka.
2039-01-18,94601,222,18494,
2039-01-25,96856,232,15148,
2039-02-01,108169,240,17469,
2039-02-08,92530,217,13371,Stock shortage on the 500mg strip.
2039-02-15,73765,159,12791,Free delivery offer inside Dhaka.
2039-02-22,97912,203,15313,
2039-03-01,99386,210,18923,
2039-03-08,100630,215,14028,
2039-03-15,67378,172,14203,Return rate dropped after new packaging.
2039-03-22,72708,163,11248,
2039-03-29,79842,175,14116,
2039-04-05,88137,181,13335,
2039-04-12,84237,220,16612,
2039-04-19,72776,150,15217,
2039-04-26,84832,193,18315,
2039-05-03,86658,226,14585,
2039-05-10,76871,177,11108,Pharmacy chain placed a bulk order.
2039-05-17,70806,170,12880,
2039-05-24,96862,215,13173,Return rate dropped after new packaging.
2039-05-31,76462,159,11569,
2039-06-07,74655,161,10026,Doctor referral campaign started.
2039-06-14,89892,209,12225,Free delivery offer inside Dhaka.
2039-06-21,79382,192,14709,
2039-06-28,78590,171,15364,
2039-07-05,68643,161,10502,Doctor referral campaign started.
2039-07-12,65968,138,14130,Doctor referral campaign started.
2039-07-19,54913,125,9989,Pharmacy chain placed a bulk order.
2039-07-26,74448,190,13416,
