Week Start,Total Sales,Total Order Quantity,Total Amount Spent,Description
2028-05-09,1705,5,402,
2028-05-16,1838,6,433,
2028-05-23,1545,4,346,
2028-05-30,1693,5,392,
2028-06-06,1456,4,351,
2028-06-13,1708,5,350,
2028-06-20,1343,4,204,
2028-06-27,1647,5,376,
2028-07-04,1781,5,376,
2028-07-11,2098,6,339,
2028-07-18,1972,7,397,Boosted the fresh fruit reel.
2028-07-25,2044,6,497,
2028-08-01,1860,5,336,
2028-08-08,2438,7,528,Boosted the fresh fruit reel.
2028-08-15,2656,8,570,
2028-08-22,2033,5,452,
2028-08-29,1962,6,429,
2028-09-05,2239,6,391,
2028-09-12,2481,8,368,Vegetable supply was short on two days.
2028-09-19,1951,6,374,
2028-09-26,2273,7,505,New customers came from the referral coupon.
2028-10-03,2042,7,361,
2028-10-10,1821,6,391,Vegetable supply was short on two days.
2028-10-17,1901,6,350,Rainy week slowed down deliveries.
2028-10-24,2701,7,652,
2028-10-31,2181,7,332,Rainy week slowed down deliveries.
2028-11-07,1982,7,422,New customers came from the referral coupon.
2028-11-14,2196,6,359,
2028-11-21,2886,8,581,Iftar box pre-orders started.
2028-11-28,2458,8,434,
2028-12-05,3297,10,771,
2028-12-12,2627,7,389,Rainy week slowed down deliveries.
2028-12-19,3101,10,672,
2028-12-26,2355,7,412,Weekend grocery combo sold out.
2029-01-02,3190,8,764,Iftar box pre-orders started.
2029-01-09,2991,9,534,
2029-01-16,3022,8,672,
2029-01-23,2264,6,456,
2029-01-30,3195,10,747,
2029-02-06,2520,8,546,
2029-02-13,2228,6,423,
2029-02-20,2216,7,480,
2029-02-27,2301,6,503,
2029-03-06,2215,6,522,
2029-03-13,2171,6,503,
2029-03-20,2533,7,539,New customers came from the referral coupon.
2029-03-27,2056,6,438,Iftar box pre-orders started.
2029-04-03,1979,5,312,Boosted the fresh fruit reel.
2029-04-10,2344,7,543,Iftar box pre-orders started.
2029-04-17,2106,7,392,Rainy week slowed down deliveries.
2029-04-24,2238,6,370,
2029-05-01,2318,7,436,
2029-05-08,2051,5,468,
2029-05-15,2347,6,499,
2029-05-22,1942,5,325,
2029-05-29,1771,5,286,
2029-06-05,1844,6,329,
2029-06-12,2202,6,523,
2029-06-19,2026,6,362,Weekend grocery combo sold out.
2029-06-26,2198,6,526,
2029-07-03,1772,5,333,Vegetable supply was short on two days.
2029-07-10,1949,6,367,
2029-07-17,1600,5,274,Boosted the fresh fruit reel.
2029-07-24,1736,5,310,
2029-07-31,1775,6,331,Boosted the fresh fruit reel.
2029-08-07,2084,6,432,
2029-08-14,2142,7,444,
2029-08-21,1697,5,339,Boosted the fresh fruit reel.
2029-08-28,1812,6,379,Boosted the fresh fruit reel.
2029-09-04,2574,7,430,Vegetable supply was short on two days.
2029-09-11,2095,5,430,
2029-09-18,2881,10,701,
2029-09-25,2817,9,460,
2029-10-02,2167,6,449,
2029-10-09,2544,7,440,
2029-10-16,2908,8,696,
2029-10-23,2904,8,430,
2029-10-30,2270,6,358,New customers came from the referral coupon.
2029-11-06,3202,9,541,Rainy week slowed down deliveries.
2029-11-13,2490,7,374,Vegetable supply was short on two days.
2029-11-20,3043,10,711,
2029-11-27,2800,9,559,
2029-12-04,2261,7,464,
2029-12-11,2648,7,574,
2029-12-18,2315,7,497,
2029-12-25,2334,7,435,Vegetable supply was short on two days.
2030-01-01,3082,8,568,
2030-01-08,2444,6,385,New customers came from the referral coupon.
2030-01-15,3427,11,593,New customers came from the referral coupon.
2030-01-22,3429,11,515,
2030-01-29,2990,9,665,
2030-02-05,3572,11,801,
2030-02-12,3017,8,453,
2030-02-19,2416,8,386,
2030-02-26,2907,8,624,Weekend grocery combo sold out.
2030-03-05,2370,7,446,
2030-03-12,3003,10,553,
2030-03-19,2129,7,348,
2030-03-26,2642,8,572,
2030-04-02,2660,8,465,
2030-04-09,2189,6,345,
2030-04-16,2240,6,332,
2030-04-23,2244,7,345,New customers came from the referral coupon.
2030-04-30,2210,6,437,New customers came from the referral coupon.
2030-05-07,2387,6,417,Rainy week slowed down deliveries.
2030-05-14,2403,7,379,
2030-05-21,2292,7,375,
2030-05-28,1951,5,315,Vegetable supply was short on two days.
2030-06-04,1860,6,293,
2030-06-11,1828,5,392,
2030-06-18,2443,7,525,Weekend grocery combo sold out.
2030-06-25,2644,8,538,Weekend grocery combo sold out.
2030-07-02,2372,8,365,
2030-07-09,2469,7,493,
2030-07-16,2660,9,495,
2030-07-23,2018,6,372,
2030-07-30,2576,8,470,
2030-08-06,1976,6,420,Weekend grocery combo sold out.
2030-08-13,1798,5,342,Boosted the fresh fruit reel.
2030-08-20,2230,7,381,
2030-08-27,2395,6,555,Iftar box pre-orders started.
2030-09-03,1927,6,311,Rainy week slowed down deliveries.
2030-09-10,2274,7,367,Iftar box pre-orders started.
2030-09-17,2490,8,412,New customers came from the referral coupon.
2030-09-24,2789,8,678,New customers came from the referral coupon.
2030-10-01,2762,8,420,
2030-10-08,2603,7,589,New customers came from the referral coupon.
2030-10-15,2843,8,448,Rainy week slowed down deliveries.
2030-10-22,3283,9,493,
2030-10-29,3178,8,719,
2030-11-05,3156,9,672,
2030-11-12,2732,8,472,Boosted the fresh fruit reel.
2030-11-19,2982,10,448,Iftar box pre-orders started.
2030-11-26,3738,12,895,
2030-12-03,3751,11,663,
2030-12-10,3188,8,521,New customers came from the referral coupon.
2030-12-17,3258,8,514,
2030-12-24,3377,9,590,
2030-12-31,2473,7,540,
2031-01-07,2807,7,496,Iftar box pre-orders started.
2031-01-14,3059,9,721,
2031-01-21,2592,8,394,Rainy week slowed down deliveries.
2031-01-28,2650,8,569,Rainy week slowed down deliveries.
2031-02-04,3236,10,541,Weekend grocery combo sold out.
2031-02-11,3129,9,464,
2031-02-18,3113,9,591,
2031-02-25,3304,11,552,
2031-03-04,3581,12,660,
2031-03-11,2944,10,666,
2031-03-18,3396,9,503,New customers came from the referral coupon.
2031-03-25,2685,8,480,
2031-04-01,2759,8,592,Weekend grocery combo sold out.
2031-04-08,2947,9,442,Rainy week slowed down deliveries.
2031-04-15,3263,11,527,
2031-04-22,2599,8,439,
2031-04-29,2275,7,480,
2031-05-06,2787,7,530,Boosted the fresh fruit reel.
2031-05-13,1873,5,313,
2031-05-20,2376,6,546,
2031-05-27,1825,5,298,
2031-06-03,1776,5,327,
2031-06-10,2056,6,305,
2031-06-17,2060,6,403,Boosted the fresh fruit reel.
2031-06-24,2071,6,323,
2031-07-01,2020,6,426,
2031-07-08,2565,7,536,
2031-07-15,2139,6,394,
2031-07-22,2354,7,385,
2031-07-29,2114,6,402,
2031-08-05,2314,6,457,
2031-08-12,2704,8,647,Weekend grocery combo sold out.
2031-08-19,2981,9,600,
2031-08-26,2075,7,359,Rainy week slowed down deliveries.
2031-09-02,2092,7,473,
2031-09-09,2149,6,498,
2031-09-16,2078,7,351,
2031-09-23,2256,7,424,
2031-09-30,2099,6,339,
2031-10-07,2887,8,532,Boosted the fresh fruit reel.
2031-10-14,2103,6,444,
2031-10-21,2450,8,591,
2031-10-28,2264,6,529,New customers came from the referral coupon.
2031-11-04,2431,7,540,
2031-11-11,3296,9,770,
2031-11-18,2649,8,539,
2031-11-25,3440,11,712,New customers came from the referral coupon.
2031-12-02,3736,10,816,
2031-12-09,2805,8,421,Rainy week slowed down deliveries.
2031-12-16,3959,12,587,
2031-12-23,3956,10,729,New customers came from the referral coupon.
2031-12-30,3707,11,571,Boosted the fresh fruit reel.
2032-01-06,3388,11,715,New customers came from the referral coupon.
2032-01-13,3968,12,596,Boosted the fresh fruit reel.
2032-01-20,3124,9,700,Boosted the fresh fruit reel.
2032-01-27,2885,8,636,
2032-02-03,3284,11,624,
2032-02-10,3343,11,718,Boosted the fresh fruit reel.
2032-02-17,2618,7,632,
2032-02-24,3200,10,492,
2032-03-02,3398,10,678,
2032-03-09,3072,8,572,Weekend grocery combo sold out.
2032-03-16,2434,6,486,
2032-03-23,3145,10,580,
2032-03-30,3250,8,500,
2032-04-06,2761,9,582,
2032-04-13,3307,10,735,
2032-04-20,2627,8,524,New customers came from the referral coupon.
2032-04-27,2483,7,434,
2032-05-04,3283,10,549,Boosted the fresh fruit reel.
2032-05-11,3182,10,623,Rainy week slowed down deliveries.
2032-05-18,2439,7,361,Vegetable supply was short on two days.
2032-05-25,2556,8,549,New customers came from the referral coupon.
2032-06-01,2697,9,559,
2032-06-08,2381,8,375,
2032-06-15,2320,8,414,
2032-06-22,2717,7,501,
2032-06-29,2431,7,457,
2032-07-06,2226,6,524,
2032-07-13,1974,6,364,
2032-07-20,2462,7,365,Boosted the fresh fruit reel.
2032-07-27,2030,6,393,Boosted the fresh fruit reel.
2032-08-03,2514,8,516,
2032-08-10,1896,6,310,
2032-08-17,2567,8,454,
2032-08-24,2056,6,488,
2032-08-31,2515,7,511,
2032-09-07,2544,7,469,Boosted the fresh fruit reel.
2032-09-14,2361,7,511,
2032-09-21,3029,9,633,
2032-09-28,3148,9,676,Weekend grocery combo sold out.
2032-10-05,3510,10,634,
2032-10-12,3199,8,547,
2032-10-19,3105,8,726,
2032-10-26,2648,7,488,
2032-11-02,3331,9,715,
2032-11-09,3372,9,673,Rainy week slowed down deliveries.
2032-11-16,2409,8,394,
2032-11-23,3381,9,623,Boosted the fresh fruit reel.
2032-11-30,2565,7,395,Iftar box pre-orders started.
2032-12-07,3575,10,747,
2032-12-14,3297,9,495,Rainy week slowed down deliveries.
2032-12-21,3303,10,684,
2032-12-28,3709,10,599,
2033-01-04,3730,12,638,
2033-01-11,3494,9,724,Boosted the fresh fruit reel.
2033-01-18,3942,11,644,
2033-01-25,3942,13,831,
2033-02-01,3651,10,604,
2033-02-08,3508,9,680,
2033-02-15,4140,13,1007,Vegetable supply was short on two days.
2033-02-22,3241,9,733,
2033-03-01,3757,11,864,New customers came from the referral coupon.
2033-03-08,3060,10,669,Boosted the fresh fruit reel.
2033-03-15,3078,8,632,
2033-03-22,3744,10,847,
2033-03-29,2841,9,421,
2033-04-05,2651,7,554,Iftar box pre-orders started.
2033-04-12,2569,8,415,
2033-04-19,2814,8,428,
2033-04-26,2666,7,557,Boosted the fresh fruit reel.
2033-05-03,2571,7,391,
2033-05-10,2741,7,500,
2033-05-17,2573,7,562,
2033-05-24,2657,8,596,
2033-05-31,2434,8,523,
2033-06-07,3271,11,783,
2033-06-14,3422,9,696,
2033-06-21,3351,9,573,
2033-06-28,3201,8,754,
2033-07-05,3002,9,707,Iftar box pre-orders started.
2033-07-12,2605,7,450,
2033-07-19,2857,8,516,Iftar box pre-orders started.
2033-07-26,2113,6,466,
2033-08-02,2234,7,501,
2033-08-09,2284,7,534,
2033-08-16,1985,7,370,Iftar box pre-orders started.
2033-08-23,2283,6,356,
2033-08-30,2045,6,424,
2033-09-06,1947,6,300,
2033-09-13,2373,7,361,
2033-09-20,2956,9,623,
2033-09-27,2530,8,601,Weekend grocery combo sold out.
2033-10-04,2696,9,553,Vegetable supply was short on two days.
2033-10-11,2811,9,571,
2033-10-18,3563,11,548,
2033-10-25,3104,10,649,Boosted the fresh fruit reel.
2033-11-01,3340,9,641,Weekend grocery combo sold out.
2033-11-08,2845,8,692,
2033-11-15,3920,10,931,
2033-11-22,3842,11,839,
2033-11-29,3251,11,531,Rainy week slowed down deliveries.
2033-12-06,3918,12,677,
2033-12-13,3744,11,875,
2033-12-20,3030,8,651,Vegetable supply was short on two days.
2033-12-27,3367,9,678,
2034-01-03,3910,10,602,Boosted the fresh fruit reel.
2034-01-10,2715,8,552,
2034-01-17,2797,7,579,
2034-01-24,3436,10,535,
2034-01-31,3804,12,730,
2034-02-07,3813,12,790,
2034-02-14,2968,10,547,Boosted the fresh fruit reel.
2034-02-21,3870,11,596,
2034-02-28,4383,12,1024,
2034-03-07,4022,10,787,
2034-03-14,4305,14,957,
2034-03-21,3273,8,622,Weekend grocery combo sold out.
2034-03-28,4309,12,778,Weekend grocery combo sold out.
2034-04-04,3342,9,711,Rainy week slowed down deliveries.
2034-04-11,3029,8,737,
2034-04-18,3694,12,709,
2034-04-25,3825,12,676,Weekend grocery combo sold out.
2034-05-02,2657,7,500,Iftar box pre-orders started.
2034-05-09,3149,9,574,
2034-05-16,2362,8,426,
2034-05-23,3190,9,612,
2034-05-30,2677,8,524,Weekend grocery combo sold out.
2034-06-06,2526,7,504,
2034-06-13,3101,10,583,
2034-06-20,3118,8,575,Rainy week slowed down deliveries.
2034-06-27,2927,8,695,
2034-07-04,2319,7,538,
2034-07-11,2398,8,515,
2034-07-18,2950,10,617,
2034-07-25,2944,9,509,Weekend grocery combo sold out.
2034-08-01,2863,8,479,
2034-08-08,3334,11,633,Rainy week slowed down deliveries.
2034-08-15,3466,9,724,
2034-08-22,2948,8,599,
2034-08-29,2315,6,471,Rainy week slowed down deliveries.
2034-09-05,2982,8,504,
2034-09-12,3003,8,485,Weekend grocery combo sold out.
2034-09-19,3136,8,685,New customers came from the referral coupon.
2034-09-26,2998,10,530,
2034-10-03,2942,10,520,Weekend grocery combo sold out.
2034-10-10,3182,9,768,
2034-10-17,2205,7,385,
2034-10-24,2503,7,395,
2034-10-31,2525,7,485,
2034-11-07,3076,10,544,
2034-11-14,3012,8,675,
2034-11-21,2761,8,525,Iftar box pre-orders started.
2034-11-28,4263,11,818,
2034-12-05,3774,10,710,Weekend grocery combo sold out.
2034-12-12,4461,12,966,
2034-12-19,3943,11,847,
2034-12-26,3368,9,646,Boosted the fresh fruit reel.
2035-01-02,4561,12,1092,
2035-01-09,4072,11,735,Boosted the fresh fruit reel.
2035-01-16,4569,12,825,Boosted the fresh fruit reel.
2035-01-23,3200,9,651,Vegetable supply was short on two days.
2035-01-30,3064,9,693,
2035-02-06,3114,8,515,Boosted the fresh fruit reel.
2035-02-13,3777,10,904,
2035-02-20,4079,12,953,
2035-02-27,2989,8,460,
2035-03-06,3403,9,711,Weekend grocery combo sold out.
2035-03-13,2958,8,663,Vegetable supply was short on two days.
2035-03-20,3233,11,682,Rainy week slowed down deliveries.
2035-03-27,3955,10,631,New customers came from the referral coupon.
2035-04-03,3751,10,805,Iftar box pre-orders started.
2035-04-10,4161,12,885,
2035-04-17,3376,10,789,
2035-04-24,3826,11,698,Boosted the fresh fruit reel.
2035-05-01,3618,10,536,Vegetable supply was short on two days.
2035-05-08,3093,8,482,Iftar box pre-orders started.
2035-05-15,3055,9,621,
2035-05-22,3852,12,856,Iftar box pre-orders started.
2035-05-29,3368,9,768,
2035-06-05,3750,11,848,Iftar box pre-orders started.
2035-06-12,2906,8,552,
2035-06-19,3244,9,764,
2035-06-26,3065,9,553,
2035-07-03,2371,7,514,
2035-07-10,2834,9,657,
2035-07-17,2617,7,622,
2035-07-24,2192,6,337,
2035-07-31,2703,7,467,
2035-08-07,2306,8,539,Vegetable supply was short on two days.
2035-08-14,2785,8,455,
2035-08-21,3305,10,527,Iftar box pre-orders started.
2035-08-28,2881,8,564,
2035-09-04,3037,9,629,
2035-09-11,3519,9,722,
2035-09-18,3278,10,604,
2035-09-25,3698,12,703,
2035-10-02,3715,10,663,Vegetable supply was short on two days.
2035-10-09,3771,10,845,Iftar box pre-orders started.
2035-10-16,2770,9,426,
2035-10-23,3025,9,615,
2035-10-30,3091,8,640,
2035-11-06,2520,7,599,
2035-11-13,3629,10,786,Vegetable supply was short on two days.
2035-11-20,3164,9,517,
2035-11-27,3284,11,786,Iftar box pre-orders started.
2035-12-04,3275,10,784,
2035-12-11,3357,10,816,
2035-12-18,3667,9,864,
2035-12-25,4117,11,735,
2036-01-01,4216,13,945,
2036-01-08,3671,11,691,
2036-01-15,4162,11,791,Iftar box pre-orders started.
2036-01-22,4731,15,917,
2036-01-29,4942,16,1014,Vegetable supply was short on two days.
2036-02-05,4553,13,735,New customers came from the referral coupon.
2036-02-12,4504,15,950,
2036-02-19,3950,12,826,
2036-02-26,4506,14,753,
2036-03-04,4031,11,850,
2036-03-11,3521,11,649,New customers came from the referral coupon.
2036-03-18,3836,10,678,
2036-03-25,3497,10,771,New customers came from the referral coupon.
2036-04-01,3764,12,737,Iftar box pre-orders started.
2036-04-08,4035,13,974,
2036-04-15,3241,8,745,Iftar box pre-orders started.
2036-04-22,3906,11,683,
2036-04-29,3902,10,615,
2036-05-06,3850,13,834,
2036-05-13,3530,10,791,Vegetable supply was short on two days.
2036-05-20,3842,10,912,
2036-05-27,3017,8,516,
2036-06-03,2989,8,488,
2036-06-10,4112,12,922,Boosted the fresh fruit reel.
2036-06-17,3926,11,932,Vegetable supply was short on two days.
2036-06-24,2990,8,727,
2036-07-01,3275,10,666,
2036-07-08,3805,11,918,
2036-07-15,2566,7,424,
2036-07-22,2689,8,465,
2036-07-29,3274,9,554,
2036-08-05,2950,8,561,
2036-08-12,2224,7,368,
2036-08-19,2970,9,638,Vegetable supply was short on two days.
2036-08-26,2747,8,506,
2036-09-02,2901,8,446,
2036-09-09,2605,9,460,New customers came from the referral coupon.
2036-09-16,2456,7,541,Boosted the fresh fruit reel.
2036-09-23,3111,10,692,
2036-09-30,2457,8,383,
2036-10-07,2579,8,382,Boosted the fresh fruit reel.
2036-10-14,2697,8,441,
2036-10-21,3009,10,686,
2036-10-28,3667,12,732,Boosted the fresh fruit reel.
2036-11-04,3570,10,658,
2036-11-11,3876,12,906,
2036-11-18,4010,12,800,
2036-11-25,3678,12,797,
2036-12-02,3734,12,802,New customers came from the referral coupon.
2036-12-09,3199,9,729,
2036-12-16,3504,12,832,
2036-12-23,4140,11,739,
2036-12-30,4039,12,729,
2037-01-06,3455,11,801,
2037-01-13,3251,9,494,Iftar box pre-orders started.
2037-01-20,3966,13,678,
2037-01-27,4194,12,924,Vegetable supply was short on two days.
2037-02-03,4645,13,847,Iftar box pre-orders started.
2037-02-10,4917,13,1046,Weekend grocery combo sold out.
2037-02-17,4638,12,1066,Weekend grocery combo sold out.
2037-02-24,4363,12,1061,
2037-03-03,5113,16,1137,
2037-03-10,4226,14,779,
2037-03-17,5362,16,998,Vegetable supply was short on two days.
2037-03-24,4341,14,907,Rainy week slowed down deliveries.
2037-03-31,5152,15,979,
2037-04-07,4295,14,694,
2037-04-14,3494,10,763,
2037-04-21,4806,14,731,
2037-04-28,4151,12,891,
2037-05-05,3244,10,641,
2037-05-12,3722,12,820,
2037-05-19,4145,13,937,Weekend grocery combo sold out.
2037-05-26,3404,11,524,Boosted the fresh fruit reel.
2037-06-02,3215,9,593,
2037-06-09,2963,8,518,Boosted the fresh fruit reel.
2037-06-16,3716,11,628,
2037-06-23,2825,9,682,
2037-06-30,3189,9,733,
2037-07-07,3866,10,624,
2037-07-14,3158,10,594,
2037-07-21,3447,10,792,
2037-07-28,2932,8,635,New customers came from the referral coupon.
2037-08-04,2772,8,527,Vegetable supply was short on two days.
2037-08-11,2959,10,455,
2037-08-18,3572,10,808,Weekend grocery combo sold out.
2037-08-25,3437,11,509,
2037-09-01,2838,8,690,
2037-09-08,3248,10,747,Rainy week slowed down deliveries.
2037-09-15,3239,10,511,Weekend grocery combo sold out.
2037-09-22,2495,7,403,
2037-09-29,2607,8,406,Weekend grocery combo sold out.
2037-10-06,2642,7,487,
2037-10-13,2462,8,430,
2037-10-20,3417,10,727,
2037-10-27,3321,11,738,
2037-11-03,3202,10,523,
2037-11-10,2802,8,527,New customers came from the referral coupon.
2037-11-17,3985,13,659,
2037-11-24,3549,9,641,New customers came from the referral coupon.
2037-12-01,3586,11,545,Rainy week slowed down deliveries.
2037-12-08,4641,14,1111,
2037-12-15,4430,12,859,Iftar box pre-orders started.
2037-12-22,4546,12,985,Iftar box pre-orders started.
2037-12-29,5134,17,810,
2038-01-05,4838,14,1131,Iftar box pre-orders started.
2038-01-12,4219,13,625,
2038-01-19,4135,13,794,
2038-01-26,4334,12,972,
2038-02-02,4040,11,606,Weekend grocery combo sold out.
2038-02-09,3925,11,783,
2038-02-16,4354,13,802,Iftar box pre-orders started.
2038-02-23,4849,15,792,
2038-03-02,3505,10,806,
2038-03-09,3513,9,541,
2038-03-16,4883,13,872,
2038-03-23,3995,13,956,
2038-03-30,4339,13,833,
2038-04-06,4503,13,958,
2038-04-13,3746,10,854,
2038-04-20,5083,17,1227,Boosted the fresh fruit reel.
2038-04-27,3847,13,811,
2038-05-04,4429,12,816,
2038-05-11,4688,14,748,Rainy week slowed down deliveries.
2038-05-18,3870,11,919,Rainy week slowed down deliveries.
2038-05-25,4013,11,938,
2038-06-01,4544,12,872,Rainy week slowed down deliveries.
2038-06-08,3396,9,658,Vegetable supply was short on two days.
2038-06-15,4120,13,767,Rainy week slowed down deliveries.
2038-06-22,3150,8,581,Rainy week slowed down deliveries.
2038-06-29,3315,10,762,
2038-07-06,2863,8,604,Weekend grocery combo sold out.
2038-07-13,3544,10,700,
2038-07-20,2995,8,717,
2038-07-27,2516,7,578,
2038-08-03,2799,9,633,
2038-08-10,3047,9,614,
2038-08-17,2957,8,635,
2038-08-24,3890,10,724,
2038-08-31,3256,9,668,
2038-09-07,3476,10,667,
2038-09-14,3640,12,574,
2038-09-21,3675,10,545,
2038-09-28,3958,11,857,
2038-10-05,3193,8,625,
2038-10-12,3405,9,789,
2038-10-19,3441,11,713,New customers came from the referral coupon.
2038-10-26,3512,11,520,Weekend grocery combo sold out.
2038-11-02,3249,9,710,Boosted the fresh fruit reel.
2038-11-09,3271,10,528,
2038-11-16,2977,10,667,
2038-11-23,3133,8,571,Weekend grocery combo sold out.
2038-11-30,2828,8,688,New customers came from the referral coupon.
2038-12-07,3083,10,744,Boosted the fresh fruit reel.
2038-12-14,3084,8,668,
2038-12-21,3433,11,541,Weekend grocery combo sold out.
2038-12-28,4294,12,881,
2039-01-04,5004,13,1217,
2039-01-11,3884,11,672,Iftar box pre-orders started.
2039-01-18,5196,14,1125,
2039-01-25,3826,12,858,Vegetable supply was short on two days.
2039-02-01,4923,14,1094,Rainy week slowed down deliveries.
2039-02-08,4234,14,708,
2039-02-15,4172,12,991,Iftar box pre-orders started.
2039-02-22,5207,14,831,Weekend grocery combo sold out.
2039-03-01,5029,17,1061,
2039-03-08,4658,14,974,
2039-03-15,3939,12,801,Vegetable supply was short on two days.
2039-03-22,5074,14,1080,Boosted the fresh fruit reel.
2039-03-29,4178,11,659,
2039-04-05,4003,11,654,
2039-04-12,4903,14,773,Weekend grocery combo sold out.
2039-04-19,4697,13,723,
2039-04-26,3588,11,839,
2039-05-03,4008,13,784,
2039-05-10,4444,11,1013,Vegetable supply was short on two days.
2039-05-17,5279,14,812,
2039-05-24,3869,11,720,
2039-05-31,4892,13,1162,Vegetable supply was short on two days.
2039-06-07,4079,11,814,
2039-06-14,3637,11,712,Vegetable supply was short on two days.
2039-06-21,4194,11,813,New customers came from the referral coupon.
2039-06-28,3368,10,762,Rainy week slowed down deliveries.
2039-07-05,4306,11,753,Vegetable supply was short on two days.
2039-07-12,3623,10,585,Vegetable supply was short on two days.
2039-07-19,3553,11,810,Boosted the fresh fruit reel.
2039-07-26,3853,11,930,
2039-08-02,3897,11,681,
2039-08-09,3207,10,542,
2039-08-16,2625,8,409,Iftar box pre-orders started.
2039-08-23,2580,7,583,Weekend grocery combo sold out.
2039-08-30,3165,10,667,
2039-09-06,3593,9,696,
2039-09-13,3069,9,513,
2039-09-20,2919,9,477,
2039-09-27,2801,7,575,Weekend grocery combo sold out.
2039-10-04,3048,8,550,
2039-10-11,4117,13,954,
2039-10-18,3804,12,752,
2039-10-25,4417,15,1041,
2039-11-01,4143,13,669,
2039-11-08,3945,10,780,
2039-11-15,3794,11,699,
2039-11-22,4118,11,720,Rainy week slowed down deliveries.
2039-11-29,4236,12,821,New customers came from the referral coupon.
2039-12-06,4462,14,856,
2039-12-13,3242,9,542,
2039-12-20,3312,9,522,Vegetable supply was short on two days.
2039-12-27,4381,11,724,Vegetable supply was short on two days.
2040-01-03,3421,9,650,
2040-01-10,3931,12,919,
2040-01-17,4137,11,998,
2040-01-24,4837,14,726,Boosted the fresh fruit reel.
2040-01-31,4342,13,1006,
2040-02-07,3934,13,815,Iftar box pre-orders started.
2040-02-14,5262,17,1120,
2040-02-21,3983,11,787,
2040-02-28,4887,13,966,Weekend grocery combo sold out.
2040-03-06,5129,16,1033,
2040-03-13,4920,16,1000,
2040-03-20,4868,16,971,
